job_title,company_name,location,about,responsibilities,qualifications,preferred_qualifications,skills,education,compensation,minimum_years_experience,original_url,original_epoch_time,original_api_salary_min,original_api_salary_max,original_id
Backend Software Engineer,Firework,Canada,,[],[],[],"['backend', 'code', 'design', 'digital nomad', 'engineer', 'engineering', 'graphql', 'python', 'saas', 'software', 'system', 'technical', 'video']",[],[],,https://remoteOK.com/remote-jobs/remote-backend-software-engineer-firework-1093113,1746489622,70000,120000,1093113
Sales Development Representative,Firework,Salesforce,,[],[],[],"['content', 'growth', 'lead', 'operations', 'saas', 'sales', 'salesforce', 'support', 'video']",[],[],,https://remoteOK.com/remote-jobs/remote-sales-development-representative-firework-1093112,1746489608,52500,75000,1093112
QA Engineer,Contra,nan,,[],[],[],['engineer'],[],[],,https://remoteOK.com/remote-jobs/remote-qa-engineer-contra-1093110,1746484056,120000,150000,1093110
Social Media Editor,Contra,nan,,"['Edit and produce high-quality short-form videos and graphics for Instagram, TikTok, YouTube Shorts, and more.', 'Transform raw assets (provided by me) into polished, engaging content.', 'React quickly to fresh content from events or on-the-go shoots, creating timely, relevant posts.', 'Collaborate with me on content strategy and suggest creative ideas as we go.', ""What I'm Looking For:"", 'Strong video editing skills (mobile + desktop tools welcome: CapCut, Premiere Pro, Final Cut, etc.)', 'Creative thinker with a great eye for aesthetics and pacing.', 'Responsive and flexible — able to turn around edits quickly, especially during events or key moments.', 'Familiarity with social media trends, formats, and viral content types.', ""Please mention the word **IMPROVEMENTS** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",[],[],"['marketing', 'other', 'social media']",[],[],,https://remoteOK.com/remote-jobs/remote-social-media-editor-contra-1093108,1746483927,120000,150000,1093108
Influencer Marketing Intern,NextStep,Germany,,"['Research and identify relevant influencers across key social media platforms', 'Assist with outreach, communication, and relationship-building for collaborations', 'Support campaign execution and track deliverables', 'Monitor KPIs such as reach, engagement, and conversions', 'Analyze industry trends and competitor campaigns', 'Contribute creative ideas for upcoming influencer campaigns']","['Currently studying or recently graduated in', 'Marketing, Communications, or related fields', 'Strong passion for', 'social media', 'and', 'influencer marketing', 'Familiarity with platforms like', 'Instagram, TikTok, and YouTube', 'Excellent verbal and written', 'English communication skills', 'Self-driven, organized, and reliable in a remote work setting', 'Must reside in', 'Germany, Norway, or Sweden', 'Stable internet connection and access to a computer or smartphone']",[],"['campaign-management', 'communication', 'digital marketing', 'entry level', 'influencer-marketing', 'internship', 'marketing', 'remote', 'social media']",[],"['🌍 100% Remote Internship', '🕒 Flexible schedule (5–15 hours/week)', '🎠̄ Real-world marketing experience', '🤝 Mentorship from experienced marketers', '🚀 Potential for paid/full-time opportunities after internship', ""Please mention the word **TOGETHERNESS** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",,https://remoteOK.com/remote-jobs/remote-influencer-marketing-intern-nextstep-1093103,1746357575,30000,60000,1093103
Principal Product Designer,15Five,US,,[],[],[],"['design', 'designer', 'digital nomad', 'education', 'full-time', 'health', 'hr', 'management', 'manager', 'test', 'training', 'ux']",[],[],,https://remoteOK.com/remote-jobs/remote-principal-product-designer-15five-1093102,1746349206,85000,102500,1093102
Operations Intern,CoinGecko,Malaysia,,[],[],[],"['analytics', 'cryptocurrencies', 'cryptocurrency', 'education', 'financial', 'internship', 'leader', 'nft', 'non tech', 'operations', 'support', 'web', 'web3']",[],[],,https://remoteOK.com/remote-jobs/remote-operations-intern-coingecko-1093101,1746338404,35000,75000,1093101
Software Engineer Android,Ontic,"Noida, India",,"['Design and build advanced applications for the Android platform using Kotlin/Java.', 'Collaborate with cross-functional teams to define, design, and ship new features.', 'Work with external data sources and APIs (REST/JSON).', 'Ensure the best possible performance, quality, and responsiveness of the application.', 'Identify and fix bugs, and continuously discover, evaluate, and implement new technologies to maximize development efficiency.', 'Write clean, maintainable, and efficient code following best practices.', 'Conduct code reviews and provide constructive feedback.', 'Manage app releases and updates to Google Play Store.', 'Maintain documentation of code, development processes, and application updates.', 'Required Skills and Qualifications:', '3–5 years of professional Android app development experience.', 'Strong proficiency in Kotlin and/or Java.', 'Deep understanding of Android SDK, different versions of Android, and how to deal with different screen sizes.', 'Experience with offline storage, threading, and performance tuning.', 'Familiarity with cloud message APIs and push notifications (e.g., Firebase).', 'Strong knowledge of Android UI design principles, patterns, and best practices.', 'Experience with third-party libraries, APIs, and integration.', 'Good understanding of MVVM architecture, Android Jetpack components (LiveData, ViewModel, Room, etc.).', 'Solid understanding of Git for version control.']",[],"['Experience working in Agile/Scrum development processes.', 'Exposure to CI/CD tools and automated testing frameworks.', 'Familiarity with tools like Retrofit, Dagger/Hilt, Coroutines, and Jetpack Compose.', 'Knowledge of publishing apps on the Play Store.', 'Basic understanding of unit testing and UI testing.', '\\n', 'Ontic Benefits & Perks:', 'Competitive Salary', 'Medical Benefits', 'Internet Reimbursement', 'Home Office Stipend', 'Continued Education Stipend', 'Festive & Achievement Celebrations', 'Dynamic Office Environment', 'Ontic is an equal opportunity employer. We are committed to a work environment that celebrates diversity. We do not discriminate against any individual based on race, color, sex, national origin, age, religion, marital status, sexual orientation, gender identity, gender expression, military or veteran status, disability, or any factors protected by applicable law.', ""Please mention the word **CURE** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]","['android', 'cloud', 'code', 'design', 'developer', 'digital nomad', 'education', 'engineer', 'git', 'software', 'testing', 'ui']",[],[],,https://remoteOK.com/remote-jobs/remote-software-engineer-android-ontic-1093099,1746280805,80000,120000,1093099
Computational Journalist Data Reporting,500 WP Company LLC,Heroku,,[],[],[],"['cloud', 'devops', 'director', 'education', 'embedded', 'engineering', 'full-time', 'health', 'leader', 'part-time', 'software', 'training']",[],[],,https://remoteOK.com/remote-jobs/remote-computational-journalist-data-reporting-500-wp-company-llc-1093098,1746230403,57500,80000,1093098
Fullstack Software Engineer,BlackCloak,USA,,[],[],[],"['api', 'architect', 'back-end', 'code', 'css', 'design', 'devops', 'digital nomad', 'engineer', 'front-end', 'full-time', 'fullstack', 'health', 'javascript', 'junior', 'lead', 'mobile', 'nosql', 'software', 'system', 'technical', 'web']",[],[],,https://remoteOK.com/remote-jobs/remote-fullstack-software-engineer-blackcloak-1093097,1746208807,67500,105000,1093097
Salesforce Developer,StackAdapt,Salesloft,,[],[],[],"['administrator', 'ads', 'api', 'cloud', 'css', 'design', 'developer', 'devops', 'digital nomad', 'health', 'lead', 'leader', 'management', 'marketing', 'operational', 'operations', 'saas', 'sales', 'salesforce', 'scrum', 'security', 'software', 'support', 'system', 'technical', 'training']",[],[],,https://remoteOK.com/remote-jobs/remote-salesforce-developer-stackadapt-1093096,1746201610,55000,85000,1093096
Senior Technical Product Manager Wallets,Tether Operations Limited,nan,,"['Product development and Roadmap: Lead the end-to-end product lifecycle from\xa0ideation and requirements gathering to delivery and post-launch analysis. Define\xa0user stories, acceptance criteria, perform backlog management and workflows for\xa0development teams.', 'Technical Expertise: Translate complex technical concepts into clear, actionable\xa0product requirements. Evaluate technical solutions and prioritize features based\xa0on technical feasibility, business impact, and customer value.', 'Conduct extensive market research, including customer discovery to understand\xa0the value proposition of our product.', 'Cross-Functional Collaboration: Work with developers, designers, and other\xa0stakeholders to gather requirements, validate and deliver solutions.', 'Quality & Delivery: Ensure product features are delivered on time and meet quality\xa0standards; organize testing and feedback loops.', '5+ years of product management experience', 'with at least', '3 years in a technical\xa0product management role', '.', 'Past experience in building or managing crypto wallets with DeFi features.', 'Excellent communication skills for bridging technical and non-technical\xa0stakeholders.', 'Expertise in agile methodologies - Jira, Asana etc.', 'Strong understanding of microservices, peer-to-peer systems, Javascript.', 'Strong organizational skills to balance multiple priorities in a fast-paced, remote\xa0environment.', 'Skilled in defining, tracking, and reporting on product KPIs to measure success;Â expertise in A/B testing or similar experimentation methods is a plus.']",[],"['Hands-on development experience with JavaScript (e.g., frameworks like Node.js,\xa0React, or Angular).', ""Please mention the word **GOOOD** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]","['bitcoin', 'crypto', 'defi', 'financial', 'fintech', 'growth', 'javascript', 'lead', 'leader', 'management', 'manager', 'ops', 'senior', 'technical', 'testing']",[],[],,https://remoteOK.com/remote-jobs/remote-senior-technical-product-manager-wallets-tether-operations-limited-1093095,1746198004,60000,100000,1093095
Copywriter,MissionWired,"We are currently working remotely with no return to office date. Applicants may reside in the following states: AZ, CT, DC, FL, GA, IL, IN, LA, MA, MD, ME, MN, MO, NC, NH, NJ, NM, OR, PA, SC, TX, VA, and WI. Due to FL legislation, MissionWired is required to participate in",,[],[],[],"['copywriter', 'health', 'lead', 'marketing', 'non tech', 'support', 'voice']",[],"['100% employer-paid premiums for platinum-level medical plan on a national health care network', '100% employer-paid life insurance and short term disability', '50% employer-paid vision and dental insurance', '401(k) with 3% employer contribution', '17 vacation days in addition to 12 paid holidays, sick days, bereavement leave, and a volunteer day off.', 'Paid parental leave at 100% of your salary', 'Financial support for reproductive and transgender care', 'Flexible telecommute and remote work policies', 'Company issued Mac products for home offices', 'Cell phone service reimbursement, meal and ride-share reimbursement, and other perks available', 'Supporting your team on some nights and weekends as we approach high-volume times such as elections may be required.', ""If you feel you can do the job and are excited about this opportunity but are not sure if you meet all the qualifications, consider applying anyway. We'd love to hear from you!"", ""Please mention the word **NOISELESS** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",,https://remoteOK.com/remote-jobs/remote-copywriter-missionwired-1093094,1746194406,32500,65000,1093094
Lead Backend Engineer Debugger,Tenderly,Europe OR In-Office Belgrade,"At
Tenderly
, we're not just shaping the future of blockchain technology – we're defining it. As a full-stack Web3 infrastructure platform, we provide multi-network support and a comprehensive ecosystem that covers every aspect of the blockchain journey, from initial encounters to advanced Node solutions and server-less cloud compute functions.
Our mission is crystal clear: to empower developers worldwide to harness the full potential of blockchain technology for creating innovative products. With our robust Web3 infrastructure platform, we've already enabled tens of thousands of developers to work more efficiently with blockchain. We thrive on tackling complex challenges head-on, crafting solutions that push the boundaries of what's possible in the blockchain world. From developing bespoke Ethereum Virtual Machine (EVM) implementations to designing proprietary storage layers optimized for our advanced blockchain node solutions, our team is at the forefront of industry innovation.
About the Role
Do you love the challenge of turning raw machine code and data into clear, human-readable insights, while working at the intersection of blockchain and scalable cloud systems?
As a
Technical Lead Backend Engineer
on our
Debugger
team, you'll play a pivotal role in decoding the complexities of blockchain infrastructure and developing systems that bring real-time insights to life. This is your opportunity to build transformative solutions in the blockchain space while empowering teams and customers alike. While you'll lead technical direction and decisions, this is not a people management role—your focus is on delivering exceptional engineering solutions.","['Build for Scale', '✦', 'Lead the development of scalable cloud debugging tools that work instantly across diverse environments—eliminating bottlenecks for users.', '✦', 'Collaborate on the creation of backend services for internal teams and customer-facing applications.', 'Lead Technical Excellence', '✦', ""Take ownership of technical decisions that shape Tenderly's blockchain infrastructure."", '✦', 'Ensure system designs meet performance, reliability, and scalability standards.', 'Innovate and Optimize', '✦', 'Develop robust, scalable backend systems that support cutting-edge cloud debugging and blockchain infrastructure.', '✦', 'Design solutions that transform low-level bytecode into usable, human-readable source code.', 'Drive Real-Time Impact', '✦', 'Build capabilities for real-time transaction processing and automatic validation of source code against deployed system code.', '✦', 'Create systems that enhance the stability and reliability of critical cloud services.', 'Collaborate and Innovate', '✦', 'Partner with cross-functional teams to design features that delight customers and solve complex problems.', '✦', 'Work on product-driven initiatives that push the boundaries of blockchain infrastructure.', 'About You', ""We're looking for a highly skilled and innovative engineer with a passion for backend development and blockchain technology. You should have:"", '✦', 'Impactful Experience:', 'A track record of delivering scalable solutions for internal and customer-facing systems in dynamic environments.', '✦', 'Leadership & Ownership:', 'Confidence in leading technical decisions and taking projects from concept to execution.', '✦', 'Computer Science Foundation:', 'Strong understanding of core principles, with knowledge of compilers and low-level execution as a plus.', '✦', 'Collaborative Mindset:', 'Excellent communication skills and the ability to thrive in cross-functional teams.', '✦', 'Technical Expertise:', 'Proficiency in Go, Kubernetes, and cloud platforms, with experience decoding low-level bytecode, building cloud debugging systems, and enabling real-time transactions.', '✦', 'Blockchain Curiosity:', 'An interest in blockchain infrastructure; experience is a bonus but not required.', '✦', 'Problem-Solving Skills:', 'Proven ability to tackle performance, scalability, and reliability challenges, including validating and verifying source code.', '\\n', '\\n', 'Why Tenderly?', 'Join us at Tenderly, where our values are not just words on a page but the driving force behind our innovative journey.', 'Fanatic Drive', ""We're passionately driven to solve our users' problems, tackling challenges with intensity and speed. Our work is our obsession, and we thrive on the fast-paced world of Web3."", 'Underdog Mentality', ""We love defying the odds, rejecting the status quo, and achieving the impossible. We're on a mission to revolutionize blockchain technology, constantly pushing boundaries."", 'Inward Responsibility', 'We hold ourselves accountable, always striving to improve. We embrace feedback, knowing it drives personal growth and collective success.', 'Intentional Collaboration', 'Our success relies on individual contributions and mutual support. We share ideas openly, trust each other completely, and continuously push each other to excel.', 'Tenderly Transparency™ï ̧\x8f', 'We believe in open, honest communication. We share knowledge and opinions freely, fostering a culture of accountability and trust.']",[],[],"['backend', 'cloud', 'code', 'design', 'digital nomad', 'engineer', 'engineering', 'ethereum', 'full-stack', 'growth', 'lead', 'management', 'node', 'reliability', 'support', 'system', 'technical', 'web3']",[],"['Finance', 'Stock Options', 'We believe that everybody should own a part of the company and we want our team members to benefit from our shared success.', 'Transparent compensation', 'To ensure fair and equal pay for all employees, salaries within the company are completely transparent.', 'Support in Life Changes', 'Fully covered maternity leave', 'The leave is fully covered, in the amount of the last salary person received during the regular engagement.', 'Paternity leave', 'Four weeks of paid time off after a baby has arrived to help share the joys & responsibilities.', 'Working environment', 'In-office breakfast, lunch & drinks', '(Belgrade Office)', 'Company equipment', 'Standard equipment includes a MacBook laptop, monitor, and a keyboard and mouse of your choice.', 'Welfare', 'Flexible, no less-than vacation policy', 'We know that unlimited vacation policies usually have the opposite effect, so we encourage people to actually take and use their time off for rest and relaxation. We have established a minimum of 21.5 days that should be used in a given time of 12 months.', 'Flexible working hours', 'You are fully entrusted to effectively manage your working hours, the only important thing is that it allows for collaboration with your team.', 'Health insurance for you and your dependants', 'Medical insurance to keep you and your spouse, partner, and children healthy.', 'Tenderly is committed to creating a diverse environment and is proud to be an equal-opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.', ""Please mention the word **TITILLATE** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",,https://remoteOK.com/remote-jobs/remote-lead-backend-engineer-debugger-tenderly-1093093,1746180003,65000,82500,1093093
Commerce Editor Temporary,BDG,"New York, NY",,"['Edit incoming stories from commerce writers for grammar, voice, product choice, and formatting.', 'Update and optimize existing content.', 'Research products across several categories to include in articles, from beauty to tech to lifestyle and beyond.', 'Use analytics tools and data provided by business strategy teammates to monitor content performance and form recommendations to improve content.']","['3+ years of experience in e-commerce or editorial — strong preference for background in affiliate content', 'Ability to write and edit in a brand-aligned, engaging, and persuasive tone that encourages product discovery and conversions.', 'Strong analytical mindset—comfortable reviewing performance data and making content optimizations based on key metrics.', 'Experience with CMS platforms such as WordPress or custom publishing tools.', 'Some experience managing writers', 'Experience using affiliate platforms such as Amazon Associates', '\\n', '$25 - $25 an hour', '\\n', ""BDG is one of today's leading global media companies with a portfolio of distinct digital and experiential brands that are shaping culture through its authentic and trusted storytelling. Audiences turn to our brands to hear from a set of diverse voices around the interests of engaging the next generation. Founded in 2013, the Company reaches over 223 million readers and social fans and serves hundreds of the world's largest advertisers."", ""Please mention the word **REGALLY** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",[],"['amazon', 'analytics', 'cms', 'content', 'e-commerce', 'health', 'marketing', 'non tech', 'sales', 'strategy', 'wordpress']",[],[],3.0,https://remoteOK.com/remote-jobs/remote-commerce-editor-temporary-bdg-1093091,1746133201,35000,70000,1093091
Senior Software Engineer,Contra,GraphQL,,[],[],[],"['dev', 'engineer', 'full stack']",[],"['Health + dental benefits', 'Home Office Budget', 'We will provide you with a company laptop on your start date', 'Interview Process', 'Intro Call with Recruiting Team (15-20 minutes)', 'Technical Interview with Hiring Manager (45 minutes)', 'Culture & Cross-Functional Interview (45 minutes)', 'Paid Technical Assessment (3 hours) + Presentation (60 minutes)', 'CTO & Co-Founder', 'Engineering Manager', 'Contra is an equal opportunity employer, committed to diversity and inclusion. We do not discriminate based on race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.', 'Note: Contra communicates with applicants through @contra.com domains only. We never ask for money from potential employees. For the latest job postings, visit', 'Contra Careers', '.', ""Please mention the word **DANKEN** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-contra-1093088,1746122755,120000,150000,1093088
Licensed Professional Clinical Counselor California,Headlight,"Remote, California",,[],"[""Master's Level Degree or higher (Required) in related fields"", 'Full, unencumbered LMFT, LCSW, LMFT or Psychologist license (license based on office location). Applicants without a valid, active license will not be considered. We are currently not hiring associate/intern level therapists.', ""2+ years' experience with providing diagnostic assessment and therapy services"", 'Bilingual (English/Spanish) skills are a plus, but not required', 'Maintain professional licensure and/or certification throughout employment with this agency', 'Ability to work as a team member and cooperatively', 'Superb organizational skills', 'Ability to guide, direct, or influence people', 'Excellent written and oral communication skills', 'Able to establish and maintain effective working relationships with clients and their families', 'Electronic Health Record (EHR) Proficiency: Must have demonstrated experience in utilizing electronic health record systems efficiently to manage patient data, document clinical information, and access patient histories. Familiarity with NextGen is highly desirable.', 'Computer Skills: Strong computer literacy with proficiency in a range of software applications including word processing, spreadsheets, databases, and presentations. Ability to quickly adapt to new technologies and troubleshoot common issues.']",[],"['communication', 'consult', 'executive', 'growth', 'health', 'lead', 'marketing', 'software', 'support', 'training']",[],"['W-2 role with medical, dental and vision effective on the first of the month after employment', 'Base Salary and monthly Bonus based on billed hours', 'CEU support which includes earned CEU days and CEU reimbursements', 'Vacation, Sick, Holiday', 'Employee Assistance Program (EAP) provides confidential counseling services, resources, and support to help you navigate personal or professional challenges.', '401(k) plan with company contribution', 'Credentialing Support, Training and Development Opportunities, Growth Opportunities', 'Convenient work from home or hybrid options', 'Flexible schedule', '\\n', '$90,000 - $105,080 a year', 'The a', ""bove compensation represents our total yearly compensation. Total yearly compensation is equal to our base salary of $90,000 plus Headlight's monthly billed hour bonus."", 'Total Yearly Compensation at 25 billed hours- $90,000', 'Total Yearly Compensation at 27 billed hours- $96,032', 'Total Yearly Compensation at 30 billed hours- $105,080', '\\n', ""Not meeting all the requirements? Research indicates that women, communities of color, and historically underrepresented individuals are often hesitant to apply for jobs unless they meet every qualification. We are committed to cultivating a diverse, inclusive, and genuine workplace. If you're enthusiastic about this position but your previous experience doesn't precisely match every qualification listed, we enthusiastically encourage you to submit your application. You could be the ideal candidate for this role or others!"", 'Headlight is committed to the principles of diversity, equity, and inclusiveness and seeks to create a working environment reflective of this commitment. We seek to provide a diverse clinician base to support the diversity of our clients. Headlight supports and respects diversity of people, culture, and ideas throughout our organization. Headlight thrives to be a welcoming, diverse and discrimination- and harassment-free workplace.', 'By applying for this position, you consent to receive future communications from Headlight via email or text regarding this application and related employment opportunities. You may opt-out at anytime by contacting us directly.', 'Job Postings on Indeed and other job boards may post with total compensation (base + bonus). For the exact base salary range please check our', 'websit', 'e or our', 'job-site', ""Please mention the word **JUSTLY** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",2.0,https://remoteOK.com/remote-jobs/remote-licensed-professional-clinical-counselor-california-headlight-1093087,1746115215,35000,60000,1093087
Customer Success Manager,Revinate,Australia,,"['Superuser of all Revinate products, know it all inside out', 'Provide coaching and education to improve adoption of the Revinate products by every customer', 'Conduct regular customer reviews/virtual workshops to identify areas of strength and areas for improvement', 'Deliver best practices to customers to help improve their overall Customer Success and the value that Revinate brings', 'Building relationships beyond the day-\xadto-\xadday customer contact to ensure engagement across the organization', 'Bring intelligent product feedback and recommendations from customers back to the Revinate Product team', 'Renewals – manage renewals with existing customers', 'Upsells – educate customers on new Revinate products and identify upsell opportunities, again coordinating closely with Sales', ""What You'll Bring"", 'Strong knowledge of account management, including presentation skills, and short/mid/long term opportunity management is essential.', 'Strong technical knowledge, and negotiation skills.', 'Experience in sales methodologies used to prospect within the account, consult with the client on business issues, create and present proposals, negotiate terms, and close sales/renewals.', 'Must be a self-starter; little supervision is required.', 'Candidates must be able to demonstrate skills to negotiate issues with peers, partners, and customers using a Win/Win philosophy.', '2+ years of experience in account management, consultative sales, and /or business consulting, preferably within a SaaS model.', 'Fluency in Thai & English is a plus.', 'Hospitality experience is a plus.', 'Travel is required', 'Previous experience as Revenue Manager from a Hotel or Hotel Group is highly preferred', 'What We Can Offer', 'Competitive salary & quarterly bonus']",[],[],"['consult', 'education', 'growth', 'hr', 'lead', 'management', 'manager', 'marketing', 'saas', 'sales', 'security', 'support', 'technical']",[],"['Time off: Annual Leave and Parental Leave for those expecting new family members', ""Extraordinary culture: Focused on learning and every employee's personal and professional development"", ""Amazing co-workers: You'll be surrounded by a passionate, high performing, collaborative team that can help you learn something new every day."", 'Amazing location: our Singapore office is centrally located in the CBD', '\\n', 'Revinate values the flexibility of a remote workforce and the benefits of localized hiring. We focus on specific cities to foster local communities and enhance team cohesion, allowing employees to collaborate, attend local events, and build a strong sense of community and company culture.', 'Candidates must be located in the city listed in the job application. Thank you!', 'Revinate is not open to third party solicitation or resumes for our posted FTE positions. Resumes received from third party agencies that are unsolicited will be considered complementary.', 'Important Security Alert', 'We have been made aware of fraudulent activities involving individuals impersonating our HR team and offering fake job opportunities. Please be vigilant and ensure your safety by verifying all job offers.', 'For Authentic Opportunities:', 'Only refer to our official careers page on our company website. Your security is our priority. If you encounter any suspicious activity, please report it immediately. Stay safe and secure! You can confirm or inquire with any questions by reaching out to', 'recruiting@revinate.com', '#LI-Hybrid', '#LI-AE1', 'Excited?!  Want to learn more? Apply Now!', 'Our Core Values:', 'One Revinate - United & Strong, on a single mission together', ""Built on Trust - It's the foundation of everything we do"", 'Expect Amazing - We think, dream & deliver big', 'Customer Love -- When the customer wins, we win', 'Make it Simpler -- Apply it to everything we do', 'Hungerness -- Feel it, follow it, be relentless about our success', ""Grounded in Gratitude - We're glad to be here & make the most of every day"", 'Revinate Inc. provides Equal Employment Opportunity to all employees and applicants for employment without regard to race, color, religion, gender identity or expression, sex, sexual orientation, national origin, age, disability, genetic information, marital status, amnesty, or status as a covered veteran in accordance with applicable federal, state and local laws. Revinate complies with applicable state and local laws governing non-discrimination in employment in every location in which the company has facilities.', 'Revinate is not open to third party solicitation or resumes for our posted FTE positions. Resumes received from third party agencies that are unsolicited will be considered complementary.', 'If you are in need of accommodation or special assistance to navigate our website or to complete your application, please send an e-mail with your request to recruiting@revinate.com.', ""By submitting your application you acknowledge that you have read Revinate's Privacy Policy ("", 'https://www.revinate.com/privacy/', ')', ""Please mention the word **PRIVILEGED** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",,https://remoteOK.com/remote-jobs/remote-customer-success-manager-revinate-1093085,1746057607,32500,57500,1093085
Product Manager VIP,Gate.io,̧å,,[],[],[],['manager'],[],[],,https://remoteOK.com/remote-jobs/remote-product-manager-vip-gate-io-1093083,1746007204,0,0,1093083
Content Creator,Contra,nan,,"[""Develop a content strategy and roadmap for the client's YouTube channel (English-speaking market)"", 'Write detailed briefs and anchor scripts for long-form videos (8-15 minutes)', 'Coordinate with editors, thumbnail designers, and the SEO team', 'Analyze performance and adjust content plans as needed', 'Communicate effectively with the client in English', 'Deliverables:', '4 long-form videos per month (8-15 minutes)', ""4–8 short-form videos (optional, if you're comfortable working across formats)"", 'Collaborate with our editor, strategist, and client manager', 'What We Expect:', 'Some experience with YouTube production (small channels or personal projects are fine)', 'A strong understanding of storytelling and audience engagement', 'Proactive, consistent, and deadline-driven', ""If you're ready to contribute your creativity and organizational skills to a growing YouTube channel, we'd love to have you on board!"", ""Please mention the word **ADVANTAGEOUS** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",[],[],"['other', 'social media']",[],[],,https://remoteOK.com/remote-jobs/remote-content-creator-contra-1093078,1745945837,70000,80000,1093078
Social Media Video Editor,Contra,nan,,[],[],[],"['other', 'social media', 'video']",[],[],,https://remoteOK.com/remote-jobs/remote-social-media-video-editor-contra-1093076,1745945728,70000,80000,1093076
Itinerary Creator Turn Your Travels Into ome,Worldee,Europe &,,[],[],[],"['marketing', 'other', 'travel', 'writing']",[],[],,https://remoteOK.com/remote-jobs/remote-itinerary-creator-turn-your-travels-into-ome-worldee-1093075,1745937868,10000,10000,1093075
Freight Broker,Givens Transportation Solutions,nan,,"['Source, qualify, and onboard reliable carriers to move freight in a safe and cost-effective manner.', 'Build and maintain strong relationships with clients, understanding their transportation needs and providing tailored logistics solutions.', 'Negotiate pricing and terms with carriers to optimize margins and service levels.', 'Coordinate freight movements from origin to destination, tracking loads and addressing issues proactively to ensure delivery expectations are met.', 'Maintain up-to-date records in our transportation management system (TMS) and generate necessary documentation.', 'Monitor market trends, lane rates, and industry developments to recommend competitive pricing strategies.', 'Collaborate with internal teams to ensure seamless communication regarding load status, billing, and carrier performance.']","['Minimum of 2 years experience as a Freight Broker or in a similar logistics/transportation role.', 'Strong understanding of the freight brokerage process and regulations surrounding freight shipping.', 'Proven ability to negotiate and build relationships with both carriers and customers.', 'Proficiency with Transportation Management Systems (TMS) and general logistics technology tools.', 'Excellent communication, problem-solving, and time management skills.', 'Self-motivated and able to work independently in a remote environment.']","['Existing book of business or established carrier network.', 'Experience in multiple transportation modes (e.g., dry van, flatbed, refrigerated, drayage).', 'At Givens Transportation Solutions, we value integrity, transparency, and a commitment to service excellence. We offer a supportive and flexible remote work environment, opportunities for professional growth, and the chance to be part of a team that is reshaping transportation solutions with innovation and efficiency.', ""Please mention the word **COMFY** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]","['communication', 'logistics', 'problem-solving', 'sales', 'time management', 'transportation']",[],[],2.0,https://remoteOK.com/remote-jobs/remote-freight-broker-givens-transportation-solutions-1093074,1745934439,10000,200000,1093074
